fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
1170;713;0.003417;0.022696;0.0425;482.0;482.0;482.0;1.0;0.0;1;-30.0;30.0
1065;713;9.9e-5;0.000336;0.0263;87644.0;87644.0;87644.0;1.0;0.0;1;-30.0;30.0
1064;713;4.0e-5;9.9e-5;0.0;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
718;715;0.004484;0.021195;0.0365;376.0;376.0;376.0;1.0;0.0;1;-30.0;30.0
1035;715;0.00324;0.014894;0.0243;376.0;376.0;376.0;1.0;0.0;1;-30.0;30.0
946;716;0.017133;0.054926;0.0006;529.0;529.0;529.0;1.0;0.0;1;-30.0;30.0
783;717;0.002143;0.014358;0.0264;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1355;718;0.00403;0.018054;0.0349;336.0;336.0;336.0;1.0;0.0;1;-30.0;30.0
1355;718;0.004484;0.021156;0.0365;331.0;331.0;331.0;1.0;0.0;1;-30.0;30.0
1352;719;0.000557;0.007335;0.2533;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
955;725;0.000158;0.000289;0.0273;93975.0;93975.0;93975.0;1.0;0.0;1;-30.0;30.0
955;723;0.000116;0.000212;0.0142;128083.0;128083.0;128083.0;1.0;0.0;1;-30.0;30.0
955;724;0.000123;0.000226;0.0152;120296.0;120296.0;120296.0;1.0;0.0;1;-30.0;30.0
734;726;0.001327;0.008873;0.0466;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
1384;726;0.002291;0.01521;0.0284;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
1494;727;0.000179;0.000327;0.0233;83031.0;83031.0;83031.0;1.0;0.0;1;-30.0;30.0
1127;728;0.001244;0.008296;0.0142;483.0;483.0;483.0;1.0;0.0;1;-30.0;30.0
1528;729;0.010667;0.034444;0.0112;845.0;845.0;845.0;1.0;0.0;1;-30.0;30.0
1114;730;0.009857;0.066884;0.1266;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
1327;730;0.000632;0.003931;0.0243;383.0;383.0;383.0;1.0;0.0;1;-30.0;30.0
1329;730;0.002153;0.009758;0.0172;321.0;321.0;321.0;1.0;0.0;1;-30.0;30.0
1240;731;0.003279;0.022637;0.0415;541.0;541.0;541.0;1.0;0.0;1;-30.0;30.0
1497;732;0.001932;0.012802;0.0233;477.0;477.0;477.0;1.0;0.0;1;-30.0;30.0
874;733;0.00063;0.006413;0.1632;1708.0;1708.0;1708.0;1.0;0.0;1;-30.0;30.0
1496;734;0.000593;0.003951;0.0339;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
807;735;0.000198;0.001699;0.1731;300.0;300.0;300.0;1.0;0.0;1;-30.0;30.0
1449;736;0.010444;0.032756;0.0103;930.0;930.0;930.0;1.0;0.0;1;-30.0;30.0
1412;737;0.000296;0.001758;0.003;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
1548;737;0.000356;0.002054;0.004;379.0;379.0;379.0;1.0;0.0;1;-30.0;30.0
1523;737;0.006696;0.029985;0.0527;288.0;288.0;288.0;1.0;0.0;1;-30.0;30.0
802;739;0.000222;0.002327;0.0578;1708.0;1708.0;1708.0;1.0;0.0;1;-30.0;30.0
851;739;0.001565;0.020568;0.7076;1547.0;1547.0;1547.0;1.0;0.0;1;-30.0;30.0
1537;739;0.000914;0.009875;0.2238;1704.0;1704.0;1704.0;1.0;0.0;1;-30.0;30.0
792;739;0.001641;0.021544;0.7451;1476.0;1476.0;1476.0;1.0;0.0;1;-30.0;30.0
802;739;0.000229;0.002313;0.0578;1708.0;1708.0;1708.0;1.0;0.0;1;-30.0;30.0
851;739;0.001558;0.020568;0.7076;1547.0;1547.0;1547.0;1.0;0.0;1;-30.0;30.0
792;739;0.001634;0.021503;0.7451;1479.0;1479.0;1479.0;1.0;0.0;1;-30.0;30.0
785;740;0.003378;0.02242;0.0415;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
801;745;0.003826;0.018665;0.0334;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
822;745;0.00077;0.003536;0.0066;330.0;330.0;330.0;1.0;0.0;1;-30.0;30.0
1246;745;0.005037;0.034785;0.0653;507.0;507.0;507.0;1.0;0.0;1;-30.0;30.0
801;745;0.003615;0.01762;0.0314;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
823;745;0.000711;0.004583;0.0081;270.0;270.0;270.0;1.0;0.0;1;-30.0;30.0
1179;746;0.002726;0.018193;0.0334;434.0;434.0;434.0;1.0;0.0;1;-30.0;30.0
1288;746;0.002596;0.01165;0.0203;326.0;326.0;326.0;1.0;0.0;1;-30.0;30.0
1179;746;0.002726;0.018193;0.0334;434.0;434.0;434.0;1.0;0.0;1;-30.0;30.0
1191;748;0.004507;0.013102;0.0043;2312.0;2312.0;2312.0;1.0;0.0;1;-30.0;30.0
1507;748;0.012933;0.044356;0.0144;695.0;695.0;695.0;1.0;0.0;1;-30.0;30.0
1511;748;0.002711;0.008889;0.0032;3453.0;3453.0;3453.0;1.0;0.0;1;-30.0;30.0
1256;750;0.002252;0.010509;0.0187;360.0;360.0;360.0;1.0;0.0;1;-30.0;30.0
1362;750;0.008;0.03998;0.0709;362.0;362.0;362.0;1.0;0.0;1;-30.0;30.0
987;751;0.000109;0.000494;0.001;424.0;424.0;424.0;1.0;0.0;1;-30.0;30.0
1338;752;0.005827;0.02703;0.0476;333.0;333.0;333.0;1.0;0.0;1;-30.0;30.0
973;753;0.006409;0.016431;0.005;1911.0;1911.0;1911.0;1.0;0.0;1;-30.0;30.0
1486;754;0.001956;0.020958;0.0871;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
1499;757;5.9e-5;0.000435;0.0025;434.0;434.0;434.0;1.0;0.0;1;-30.0;30.0
894;758;0.000336;0.001225;0.1529;385.0;385.0;385.0;1.0;0.0;1;-30.0;30.0
1105;758;0.000138;0.00079;0.1063;428.0;428.0;428.0;1.0;0.0;1;-30.0;30.0
1372;758;0.000138;0.000889;0.1215;404.0;404.0;404.0;1.0;0.0;1;-30.0;30.0
964;759;0.001041;0.006967;0.0152;500.0;500.0;500.0;1.0;0.0;1;-30.0;30.0
943;760;0.009067;0.029116;0.0486;262.0;262.0;262.0;1.0;0.0;1;-30.0;30.0
1127;761;0.000701;0.004599;0.0082;484.0;484.0;484.0;1.0;0.0;1;-30.0;30.0
1127;761;0.000705;0.00463;0.0083;484.0;484.0;484.0;1.0;0.0;1;-30.0;30.0
1121;762;0.001956;0.008691;0.0248;3468.0;3468.0;3468.0;1.0;0.0;1;-30.0;30.0
933;763;0.012496;0.043621;0.0734;304.0;304.0;304.0;1.0;0.0;1;-30.0;30.0
989;763;0.018805;0.069215;0.1235;432.0;432.0;432.0;1.0;0.0;1;-30.0;30.0
992;763;0.012306;0.062598;0.1109;325.0;325.0;325.0;1.0;0.0;1;-30.0;30.0
933;763;0.00717;0.042726;0.0749;314.0;314.0;314.0;1.0;0.0;1;-30.0;30.0
1180;764;0.001627;0.017031;0.3812;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1324;765;0.000257;0.000612;0.0547;46632.0;46632.0;46632.0;1.0;0.0;1;-30.0;30.0
1323;765;0.000237;0.000553;0.0496;51447.0;51447.0;51447.0;1.0;0.0;1;-30.0;30.0
1838;765;0.000237;0.000553;0.0496;51447.0;51447.0;51447.0;1.0;0.0;1;-30.0;30.0
1202;767;0.005017;0.033521;0.0607;418.0;418.0;418.0;1.0;0.0;1;-30.0;30.0
1238;768;0.001679;0.007526;0.0132;270.0;270.0;270.0;1.0;0.0;1;-30.0;30.0
880;769;2.0e-6;0.001185;0.0;3507.0;3507.0;3507.0;1.0;0.0;1;-30.0;30.0
1162;769;0.004326;0.019694;0.0344;333.0;333.0;333.0;1.0;0.0;1;-30.0;30.0
1403;769;0.003338;0.015091;0.0263;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
877;769;2.0e-6;0.001185;0.0;3507.0;3507.0;3507.0;1.0;0.0;1;-30.0;30.0
1403;769;0.003338;0.015091;0.0263;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
878;769;2.0e-6;0.001185;0.0;3507.0;3507.0;3507.0;1.0;0.0;1;-30.0;30.0
827;770;0.000138;0.000593;0.0;321.0;321.0;321.0;1.0;0.0;1;-30.0;30.0
976;771;0.007723;0.032119;0.0527;939.0;939.0;939.0;1.0;0.0;1;-30.0;30.0
1125;771;0.009541;0.039585;0.0648;252.0;252.0;252.0;1.0;0.0;1;-30.0;30.0
831;772;0.001519;0.010582;0.0162;510.0;510.0;510.0;1.0;0.0;1;-30.0;30.0
1059;772;0.002216;0.014805;0.0273;507.0;507.0;507.0;1.0;0.0;1;-30.0;30.0
830;772;0.001529;0.010637;0.0162;477.0;477.0;477.0;1.0;0.0;1;-30.0;30.0
1059;772;0.002206;0.014728;0.0273;507.0;507.0;507.0;1.0;0.0;1;-30.0;30.0
1163;774;0.000457;0.006025;0.2079;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1367;774;0.001856;0.025166;0.8563;1264.0;1264.0;1264.0;1.0;0.0;1;-30.0;30.0
853;775;0.014914;0.055309;0.0896;536.0;536.0;536.0;1.0;0.0;1;-30.0;30.0
1342;775;0.009383;0.042607;0.0759;276.0;276.0;276.0;1.0;0.0;1;-30.0;30.0
1260;776;0.002597;0.020332;0.4202;1408.0;1408.0;1408.0;1.0;0.0;1;-30.0;30.0
1260;776;0.001932;0.021399;0.4448;1391.0;1391.0;1391.0;1.0;0.0;1;-30.0;30.0
1500;777;0.000198;0.000909;0.001;325.0;325.0;325.0;1.0;0.0;1;-30.0;30.0
1501;778;0.001106;0.007328;0.0132;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
1487;779;0.071454;0.242605;0.0033;126.0;126.0;126.0;1.0;0.0;1;-30.0;30.0
1513;779;0.022525;0.13933;0.0018;225.0;225.0;225.0;1.0;0.0;1;-30.0;30.0
946;779;0.068531;0.219955;0.0026;138.0;138.0;138.0;1.0;0.0;1;-30.0;30.0
975;783;0.015488;0.067417;0.1205;298.0;298.0;298.0;1.0;0.0;1;-30.0;30.0
1193;785;0.005985;0.041383;0.0739;391.0;391.0;391.0;1.0;0.0;1;-30.0;30.0
1544;785;0.000243;0.001614;0.003;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
958;788;0.003737;0.024798;0.0456;438.0;438.0;438.0;1.0;0.0;1;-30.0;30.0
1434;788;0.000869;0.005886;0.0415;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
1384;790;0.000514;0.004247;0.0121;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1502;789;5.9e-5;0.000474;0.002;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
953;791;0.004286;0.020405;0.0344;432.0;432.0;432.0;1.0;0.0;1;-30.0;30.0
1032;791;0.007625;0.035378;0.0668;430.0;430.0;430.0;1.0;0.0;1;-30.0;30.0
1032;793;0.001146;0.005551;0.0101;424.0;424.0;424.0;1.0;0.0;1;-30.0;30.0
1359;794;0.008296;0.038795;0.0648;309.0;309.0;309.0;1.0;0.0;1;-30.0;30.0
1006;795;0.00528;0.029102;0.0496;335.0;335.0;335.0;1.0;0.0;1;-30.0;30.0
1225;796;9.9e-5;0.001007;0.003;545.0;545.0;545.0;1.0;0.0;1;-30.0;30.0
1225;797;0.000119;0.001067;0.004;545.0;545.0;545.0;1.0;0.0;1;-30.0;30.0
1044;798;0.000395;0.001126;0.1043;25728.0;25728.0;25728.0;1.0;0.0;1;-30.0;30.0
1435;800;0.000849;0.003812;0.0071;432.0;432.0;432.0;1.0;0.0;1;-30.0;30.0
1075;802;7.6e-5;0.000554;0.0116;908.0;908.0;908.0;1.0;0.0;1;-30.0;30.0
1076;802;7.6e-5;0.000554;0.0116;908.0;908.0;908.0;1.0;0.0;1;-30.0;30.0
1077;802;7.6e-5;0.000554;0.0116;908.0;908.0;908.0;1.0;0.0;1;-30.0;30.0
1078;802;7.6e-5;0.000568;0.0116;908.0;908.0;908.0;1.0;0.0;1;-30.0;30.0
1503;803;1.5e-5;9.9e-5;0.001;502.0;502.0;502.0;1.0;0.0;1;-30.0;30.0
1504;804;0.000277;0.001244;0.0886;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
1267;805;0.000499;0.006557;0.2282;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1295;805;0.000298;0.003019;0.078;1971.0;1971.0;1971.0;1.0;0.0;1;-30.0;30.0
1267;805;0.000505;0.006637;0.231;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1295;805;0.000298;0.003012;0.078;1971.0;1971.0;1971.0;1.0;0.0;1;-30.0;30.0
1267;805;0.000499;0.006557;0.2282;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1267;805;0.000499;0.006557;0.2282;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
873;806;0.000158;0.001284;0.1185;385.0;385.0;385.0;1.0;0.0;1;-30.0;30.0
995;806;0.000178;0.001521;0.1397;385.0;385.0;385.0;1.0;0.0;1;-30.0;30.0
1505;808;1.5e-5;9.9e-5;0.0;309124.0;309124.0;309124.0;1.0;0.0;1;-30.0;30.0
1506;809;0.000158;0.000652;0.001;346.0;346.0;346.0;1.0;0.0;1;-30.0;30.0
1183;810;0.002983;0.020385;0.0375;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
1190;810;0.005136;0.034548;0.0628;558.0;558.0;558.0;1.0;0.0;1;-30.0;30.0
819;812;0.001323;0.008824;0.0339;411.0;411.0;411.0;1.0;0.0;1;-30.0;30.0
972;813;0.000731;0.00484;0.0091;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
1354;813;0.002884;0.018686;0.0375;500.0;500.0;500.0;1.0;0.0;1;-30.0;30.0
1510;813;0.001817;0.012168;0.0223;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
909;813;0.002785;0.018884;0.0334;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
972;813;0.00077;0.005136;0.0091;388.0;388.0;388.0;1.0;0.0;1;-30.0;30.0
1525;813;0.003121;0.020859;0.0385;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
972;813;0.000731;0.00482;0.0091;381.0;381.0;381.0;1.0;0.0;1;-30.0;30.0
968;814;9.7e-5;0.00097;0.026;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1290;814;0.001468;0.014903;0.3841;2130.0;2130.0;2130.0;1.0;0.0;1;-30.0;30.0
1426;814;0.00036;0.003636;0.0953;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
970;814;9.7e-5;0.00097;0.026;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1291;814;0.001461;0.014785;0.3812;2147.0;2147.0;2147.0;1.0;0.0;1;-30.0;30.0
1386;814;0.001247;0.012673;0.3263;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
969;814;9.7e-5;0.000983;0.026;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
971;814;9.7e-5;0.001025;0.026;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1005;815;0.006889;0.018756;0.0;1610.0;1610.0;1610.0;1.0;0.0;1;-30.0;30.0
1321;817;0.001644;0.005778;0.0018;5340.0;5340.0;5340.0;1.0;0.0;1;-30.0;30.0
825;820;0.011753;0.05438;0.0931;294.0;294.0;294.0;1.0;0.0;1;-30.0;30.0
844;820;0.00083;0.008375;0.0263;866.0;866.0;866.0;1.0;0.0;1;-30.0;30.0
1011;820;0.00241;0.016435;0.0273;423.0;423.0;423.0;1.0;0.0;1;-30.0;30.0
1241;818;0.007585;0.028128;0.0456;1063.0;1063.0;1063.0;1.0;0.0;1;-30.0;30.0
1349;819;0.000652;0.005946;0.0172;433.0;433.0;433.0;1.0;0.0;1;-30.0;30.0
1479;818;0.000632;0.004346;0.0233;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
843;818;0.000869;0.008514;0.0273;866.0;866.0;866.0;1.0;0.0;1;-30.0;30.0
1349;818;0.000632;0.00559;0.0476;494.0;494.0;494.0;1.0;0.0;1;-30.0;30.0
841;824;0.007862;0.038716;0.0658;296.0;296.0;296.0;1.0;0.0;1;-30.0;30.0
1012;824;0.001719;0.00881;0.0203;358.0;358.0;358.0;1.0;0.0;1;-30.0;30.0
1125;827;0.014262;0.067397;0.1124;319.0;319.0;319.0;1.0;0.0;1;-30.0;30.0
1218;827;0.021077;0.088869;0.1468;301.0;301.0;301.0;1.0;0.0;1;-30.0;30.0
1233;827;0.00016;0.000755;0.0013;321.0;321.0;321.0;1.0;0.0;1;-30.0;30.0
1041;829;0.00065;0.008537;0.2946;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1507;832;0.000347;0.000813;0.0018;36286.0;36286.0;36286.0;1.0;0.0;1;-30.0;30.0
837;834;4.0e-5;0.000198;0.0223;303.0;303.0;303.0;1.0;0.0;1;-30.0;30.0
836;833;2.0e-5;0.000198;0.0152;303.0;303.0;303.0;1.0;0.0;1;-30.0;30.0
1165;836;0.000138;0.019753;0.001;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
1188;836;0.000494;0.003002;0.242;300.0;300.0;300.0;1.0;0.0;1;-30.0;30.0
1411;835;0.002726;0.013728;0.084;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
1512;837;0.000356;0.003358;0.0121;935.0;935.0;935.0;1.0;0.0;1;-30.0;30.0
1165;835;9.9e-5;0.000198;0.0091;446.0;446.0;446.0;1.0;0.0;1;-30.0;30.0
1188;836;0.000514;0.003101;0.2521;300.0;300.0;300.0;1.0;0.0;1;-30.0;30.0
1490;836;0.000909;0.006005;0.0142;362.0;362.0;362.0;1.0;0.0;1;-30.0;30.0
1395;839;0.000166;0.002749;0.1069;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1448;838;0.001004;0.010997;0.2339;1774.0;1774.0;1774.0;1.0;0.0;1;-30.0;30.0
1394;838;0.000159;0.002701;0.0982;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1112;842;0.000395;0.002686;0.0051;490.0;490.0;490.0;1.0;0.0;1;-30.0;30.0
929;844;0.000316;0.002351;0.0061;376.0;376.0;376.0;1.0;0.0;1;-30.0;30.0
954;844;0.000512;0.001327;0.159;317.0;317.0;317.0;1.0;0.0;1;-30.0;30.0
1021;845;0.001146;0.008296;0.0663;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1266;846;0.000711;0.00324;0.2916;293.0;293.0;293.0;1.0;0.0;1;-30.0;30.0
1027;847;0.001857;0.008435;0.0152;369.0;369.0;369.0;1.0;0.0;1;-30.0;30.0
1279;847;0.002647;0.013254;0.0243;369.0;369.0;369.0;1.0;0.0;1;-30.0;30.0
1385;848;0.001146;0.010923;0.1706;401.0;401.0;401.0;1.0;0.0;1;-30.0;30.0
1385;848;0.001185;0.010844;0.1671;401.0;401.0;401.0;1.0;0.0;1;-30.0;30.0
1367;851;0.000852;0.011233;0.387;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1368;851;0.000852;0.011226;0.387;2487.0;2487.0;2487.0;1.0;0.0;1;-30.0;30.0
1150;857;0.001101;0.012181;0.2599;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1240;858;0.003356;0.026424;0.0458;584.0;584.0;584.0;1.0;0.0;1;-30.0;30.0
1348;859;0.000573;0.003832;0.0071;566.0;566.0;566.0;1.0;0.0;1;-30.0;30.0
1432;859;0.003615;0.025225;0.0486;549.0;549.0;549.0;1.0;0.0;1;-30.0;30.0
864;862;2.1e-5;0.000127;0.1141;1092.0;1092.0;1092.0;1.0;0.0;1;-30.0;30.0
1126;862;0.000111;0.001932;0.0289;1382.0;1382.0;1382.0;1.0;0.0;1;-30.0;30.0
863;862;2.1e-5;0.000127;0.1155;1053.0;1053.0;1053.0;1.0;0.0;1;-30.0;30.0
1508;866;2.0e-5;0.000198;0.0172;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
1509;867;2.0e-5;0.000198;0.0142;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
872;868;0.003461;0.013896;0.0243;307.0;307.0;307.0;1.0;0.0;1;-30.0;30.0
1223;869;0.003793;0.012227;0.0203;2446.0;2446.0;2446.0;1.0;0.0;1;-30.0;30.0
959;870;0.001462;0.006677;0.1488;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1262;870;0.001231;0.008198;0.0587;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
1518;870;0.000865;0.005772;0.0101;436.0;436.0;436.0;1.0;0.0;1;-30.0;30.0
1262;870;0.002588;0.015862;0.0304;422.0;422.0;422.0;1.0;0.0;1;-30.0;30.0
976;871;0.011804;0.05293;0.0942;252.0;252.0;252.0;1.0;0.0;1;-30.0;30.0
1163;874;0.001101;0.012445;0.3105;1488.0;1488.0;1488.0;1.0;0.0;1;-30.0;30.0
1181;874;0.0009;0.007479;0.0982;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1375;874;0.002209;0.024924;0.5733;1275.0;1275.0;1275.0;1.0;0.0;1;-30.0;30.0
1180;874;0.0009;0.00741;0.13;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1510;875;0.000395;0.002607;0.0051;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1374;876;0.01022;0.054673;0.0997;337.0;337.0;337.0;1.0;0.0;1;-30.0;30.0
1465;876;0.003488;0.015777;0.0284;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
897;881;0.029978;0.100778;0.0366;301.0;301.0;301.0;1.0;0.0;1;-30.0;30.0
849;885;0.001025;0.008148;0.0142;584.0;584.0;584.0;1.0;0.0;1;-30.0;30.0
887;886;4.3e-5;9.0e-5;0.004;310318.0;310318.0;310318.0;1.0;0.0;1;-30.0;30.0
1156;887;0.00079;0.003931;0.0071;339.0;339.0;339.0;1.0;0.0;1;-30.0;30.0
1393;887;0.001442;0.006696;0.0121;354.0;354.0;354.0;1.0;0.0;1;-30.0;30.0
966;888;3.6e-5;9.3e-5;0.0121;655.0;655.0;655.0;1.0;0.0;1;-30.0;30.0
967;889;2.8e-5;0.000277;0.0058;2187.0;2187.0;2187.0;1.0;0.0;1;-30.0;30.0
1361;891;0.001734;0.018573;0.4072;1579.0;1579.0;1579.0;1.0;0.0;1;-30.0;30.0
1365;891;0.002181;0.031662;0.8231;1005.0;1005.0;1005.0;1.0;0.0;1;-30.0;30.0
1448;890;0.001711;0.017313;0.4476;1828.0;1828.0;1828.0;1.0;0.0;1;-30.0;30.0
1365;890;0.002181;0.031648;0.8202;1006.0;1006.0;1006.0;1.0;0.0;1;-30.0;30.0
995;892;0.000198;0.000652;0.5832;475.0;475.0;475.0;1.0;0.0;1;-30.0;30.0
1124;892;0.000316;0.001442;0.1326;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
995;892;0.000237;0.001422;0.1873;434.0;434.0;434.0;1.0;0.0;1;-30.0;30.0
1123;892;0.000257;0.001007;0.1215;290.0;290.0;290.0;1.0;0.0;1;-30.0;30.0
1387;896;0.003319;0.022716;0.0415;1346.0;1346.0;1346.0;1.0;0.0;1;-30.0;30.0
921;897;0.024307;0.078747;0.0251;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
1356;898;3.4e-5;9.4e-5;0.002;286.0;286.0;286.0;1.0;0.0;1;-30.0;30.0
1376;898;0.003297;0.021902;0.0466;477.0;477.0;477.0;1.0;0.0;1;-30.0;30.0
1056;899;0.001496;0.014148;0.3697;1537.0;1537.0;1537.0;1.0;0.0;1;-30.0;30.0
1302;899;0.000942;0.009536;0.2455;1633.0;1633.0;1633.0;1.0;0.0;1;-30.0;30.0
1056;899;0.001496;0.014148;0.3697;1537.0;1537.0;1537.0;1.0;0.0;1;-30.0;30.0
1302;899;0.000942;0.009536;0.2455;1633.0;1633.0;1633.0;1.0;0.0;1;-30.0;30.0
1232;900;0.000277;0.000632;0.0607;268.0;268.0;268.0;1.0;0.0;1;-30.0;30.0
1232;901;0.000395;0.000731;0.0628;37253.0;37253.0;37253.0;1.0;0.0;1;-30.0;30.0
1206;902;0.000178;0.000928;0.3564;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
1413;904;0.012247;0.044385;0.0739;357.0;357.0;357.0;1.0;0.0;1;-30.0;30.0
1272;903;9.9e-5;0.000988;0.004;471.0;471.0;471.0;1.0;0.0;1;-30.0;30.0
923;905;0.006918;0.046044;0.0851;535.0;535.0;535.0;1.0;0.0;1;-30.0;30.0
1104;906;0.000158;0.000289;0.0203;93975.0;93975.0;93975.0;1.0;0.0;1;-30.0;30.0
1105;907;0.000145;0.000265;0.0182;102466.0;102466.0;102466.0;1.0;0.0;1;-30.0;30.0
1511;908;0.000222;0.000711;0.0004;43088.0;43088.0;43088.0;1.0;0.0;1;-30.0;30.0
1510;909;0.000968;0.00644;0.0121;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
962;913;0.000229;0.000419;0.0527;64874.0;64874.0;64874.0;1.0;0.0;1;-30.0;30.0
962;914;0.000229;0.000419;0.0527;64874.0;64874.0;64874.0;1.0;0.0;1;-30.0;30.0
962;912;0.000284;0.00052;0.0461;52282.0;52282.0;52282.0;1.0;0.0;1;-30.0;30.0
1306;917;4.0e-5;0.001086;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1311;917;5.9e-5;0.001047;0.004;1363.0;1363.0;1363.0;1.0;0.0;1;-30.0;30.0
1184;918;0.009007;0.043872;0.0749;384.0;384.0;384.0;1.0;0.0;1;-30.0;30.0
1238;918;0.002738;0.018562;0.04;503.0;503.0;503.0;1.0;0.0;1;-30.0;30.0
1503;918;0.002078;0.008442;0.0152;360.0;360.0;360.0;1.0;0.0;1;-30.0;30.0
998;920;2.8e-5;0.000172;0.0243;455.0;455.0;455.0;1.0;0.0;1;-30.0;30.0
1264;921;0.020569;0.065387;0.0217;461.0;461.0;461.0;1.0;0.0;1;-30.0;30.0
1130;922;0.000126;0.000261;0.0152;106960.0;106960.0;106960.0;1.0;0.0;1;-30.0;30.0
1203;923;0.00083;0.003931;0.0071;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1360;923;0.002825;0.018943;0.0344;540.0;540.0;540.0;1.0;0.0;1;-30.0;30.0
1362;923;0.003338;0.019161;0.0349;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1204;923;0.00083;0.003832;0.0071;413.0;413.0;413.0;1.0;0.0;1;-30.0;30.0
1360;923;0.002588;0.017264;0.0314;524.0;524.0;524.0;1.0;0.0;1;-30.0;30.0
1232;924;0.000356;0.000988;0.1094;280.0;280.0;280.0;1.0;0.0;1;-30.0;30.0
1392;925;0.002568;0.011358;0.1539;319.0;319.0;319.0;1.0;0.0;1;-30.0;30.0
1512;925;0.000454;0.00399;0.3675;428.0;428.0;428.0;1.0;0.0;1;-30.0;30.0
1392;925;0.000909;0.007901;0.4445;428.0;428.0;428.0;1.0;0.0;1;-30.0;30.0
928;926;2.0e-6;0.001185;0.0;389.0;389.0;389.0;1.0;0.0;1;-30.0;30.0
927;926;2.0e-6;0.001185;0.0;389.0;389.0;389.0;1.0;0.0;1;-30.0;30.0
1222;930;0.000425;0.001934;0.003;265.0;265.0;265.0;1.0;0.0;1;-30.0;30.0
1125;931;0.005798;0.039696;0.0724;420.0;420.0;420.0;1.0;0.0;1;-30.0;30.0
1541;931;0.004938;0.033165;0.0607;440.0;440.0;440.0;1.0;0.0;1;-30.0;30.0
