GENERATORS REPORT
========================================================================== 
   ID     BUS     P_g (MW)  Q_g (MVAr)   S_g (MVA)   Loading_P   Loading_Q 
  965   5015       12.00        0.00       12.00      1.0000      0.0000   
  966   5015       20.00        0.00       20.00      1.0000      0.0000   
  967   5017        0.00        0.00        0.00      0.0000      0.0000   
  968   5023       18.00        0.00       18.00      1.0000      0.0000   
  969   5027        0.00        0.00        0.00      0.0000      0.0000   
  970   5033       50.60        0.00       50.60      1.0000      0.0000   
  971   5041        0.00        0.00        0.00      0.0000      0.0000   
  972   5042        0.00        0.00        0.00      0.0000      0.0000   
  973   5044        0.00        0.00        0.00      0.0000      0.0000   
  974   5044        0.00        0.00        0.00      0.0000      0.0000   
  975   5046        0.00        0.00        0.00      0.0000      0.0000   
  976   5046        0.00        0.00        0.00      0.0000      0.0000   
  977   5050        0.00        0.00        0.00      0.0000      0.0000   
  978   5052        0.00        0.00        0.00      0.0000      0.0000   
  979   5052        0.00        0.00        0.00      0.0000      0.0000   
  980   5058        0.00        0.00        0.00      0.0000      0.0000   
  981   5958        0.00        0.00        0.00      0.0000      0.0000   
  982   5958        0.00        0.00        0.00      0.0000      0.0000   
  983   5958        0.00        0.00        0.00      0.0000      0.0000   
  984   5959        0.00        0.00        0.00      0.0000      0.0000   
  985   5959        0.00        0.00        0.00      0.0000      0.0000   
  986   5961        0.00        0.00        0.00     -0.0000      0.0000   
  987   5962     1100.00        0.00     1100.00      1.0000      0.0000   
  988   5962     1100.00        0.00     1100.00      1.0000      0.0000   
  989   5964        0.00        0.00        0.00      0.0000      0.0000   
  990   5965        0.00        0.00        0.00      0.0000      0.0000   
  991   5967        0.00        0.00        0.00      0.0000      0.0000   
  992   5967        0.00        0.00        0.00      0.0000      0.0000   
  993   5968        0.00        0.00        0.00      0.0000      0.0000   
  994   5968        0.00        0.00        0.00      0.0000      0.0000   
  995   5972       50.00        0.00       50.00      0.0000      0.0000   
  996   5975       85.24        0.00       85.24      1.0000      0.0000   
  997   5975        0.00        0.00        0.00      0.0000      0.0000   
  998   5983        0.00        0.00        0.00      0.0000      0.0000   
  999   5983        0.00        0.00        0.00      0.0000      0.0000   
 1000   5986        0.00        0.00        0.00      0.0000      0.0000   
 1001   5986        0.00        0.00        0.00      0.0000      0.0000   
 1002   5988      450.00        0.00      450.00      1.0000      0.0000   
 1003   5988        0.00        0.00        0.00      0.0000      0.0000   
 1004   5997        0.00        0.00        0.00      0.0000      0.0000   
 1005   5997        0.00        0.00        0.00      0.0000      0.0000   
 1006   6002        0.00        0.00        0.00      0.0000      0.0000   
 1007   6002        0.00        0.00        0.00      0.0000      0.0000   
 1008   6002       57.00        0.00       57.00      1.0000      0.0000   
 1009   6002        0.00        0.00        0.00      0.0000      0.0000   
 1010   6002        0.00        0.00        0.00      0.0000      0.0000   
 1011   6002        0.00        0.00        0.00      0.0000      0.0000   
 1012   6003        0.00        0.00        0.00      0.0000      0.0000   
 1013   6003        0.00        0.00        0.00      0.0000      0.0000   
 1014   6003      397.57        0.00      397.57      1.0000      0.0000   
 1015   6006        0.00        0.00        0.00      0.0000      0.0000   
 1016   6009      300.00        0.00      300.00      0.0000      0.0000   
 1017   6010        0.00        0.00        0.00      0.0000      0.0000   
 1018   6014      287.24        0.00      287.24      0.4390      0.0000   
 1019   6014        0.00        0.00        0.00     -0.0000      0.0000   
 1020   6014        0.00        0.00        0.00     -0.0000      0.0000   
 1021   6014      165.00        0.00      165.00      0.0000      0.0000   
 1022   6022        0.00        0.00        0.00      0.0000      0.0000   
 1023   6021       49.90        0.00       49.90      1.0000      0.0000   
 1024   6023       75.99        0.00       75.99      0.2970      0.0000   
 1025   6026      488.51        0.00      488.51      1.0000      0.0000   
 1026   6027        0.00        0.00        0.00      0.0000      0.0000   
 1027   6029     1056.00        0.00     1056.00      1.0000      0.0000   
 1028   6029        0.00        0.00        0.00     -0.0000      0.0000   
 1029   6029      412.00        0.00      412.00      1.0000      0.0000   
 1030   6029      412.00        0.00      412.00      1.0000      0.0000   
 1031   6040      100.00        0.00      100.00      0.0000      0.0000   
 1032   6045        0.00        0.00        0.00      0.0000      0.0000   
 1033   6049        0.00        0.00        0.00      0.0000      0.0000   
 1034   6055      508.00        0.00      508.00      1.0000      0.0000   
 1035   6058     1087.44        0.00     1087.44      1.0000      0.0000   
 1036   6066     1050.00        0.00     1050.00      1.0000      0.0000   
 1037   6066      910.00        0.00      910.00      1.0000      0.0000   
 1038   6066      910.00        0.00      910.00      1.0000      0.0000   
 1039   6069        0.00        0.00        0.00      0.0000      0.0000   
 1040   6070        0.00        0.00        0.00      0.0000      0.0000   
 1041   6083        0.00        0.00        0.00      0.0000      0.0000   
 1042   6084        0.00        0.00        0.00      0.0000      0.0000   
 1043   6088     1385.00        0.00     1385.00      1.0000      0.0000   
 1044   6089        0.00        0.00        0.00      0.0000      0.0000   
 1045   6090      220.00        0.00      220.00      1.0000      0.0000   
 1046   6092        0.00        0.00        0.00      0.0000      0.0000   
 1047   6093        0.00        0.00        0.00      0.0000      0.0000   
 1048   6092       43.00        0.00       43.00      1.0000      0.0000   
 1049   6092       22.00        0.00       22.00      1.0000      0.0000   
 1050   6095      126.43        0.00      126.43      1.0000      0.0000   
 1051   6094        0.00        0.00        0.00      0.0000      0.0000   
 1052   6103     1221.67        0.00     1221.67      1.0000      0.0000   
 1053   6104        0.00        0.00        0.00      0.0000      0.0000   
 1054   6106        0.00        0.00        0.00      0.0000      0.0000   
 1055   6113      149.54        0.00      149.54      0.5710      0.0000   
 1056   6112      258.00        0.00      258.00      1.0000      0.0000   
 1057   6113      258.00        0.00      258.00      1.0000      0.0000   
 1058   6112        0.00        0.00        0.00      0.0000      0.0000   
 1059   6115        0.00        0.00        0.00      0.0000      0.0000   
 1060   6115        0.00        0.00        0.00      0.0000      0.0000   
 1061   6117      226.66        0.00      226.66      1.0000      0.0000   
 1062   6126      739.00        0.00      739.00      1.0000      0.0000   
 1063   6130        0.00        0.00        0.00      0.0000      0.0000   
 1064   6132        0.00        0.00        0.00      0.0000      0.0000   
 1065   6133      185.00        0.00      185.00      1.0000      0.0000   
 1066   6133      189.00        0.00      189.00      1.0000      0.0000   
 1067   6134        0.00        0.00        0.00      0.0000      0.0000   
 1068   6134        0.00        0.00        0.00      0.0000      0.0000   
 1069   6134        0.00        0.00        0.00      0.0000      0.0000   
 1070   6134        0.00        0.00        0.00      0.0000      0.0000   
 1071   6139      456.00        0.00      456.00      1.0000      0.0000   
 1072   6139        0.00        0.00        0.00      0.0000      0.0000   
 1073   6139        0.00        0.00        0.00      0.0000      0.0000   
 1074   6139       93.00        0.00       93.00      1.0000      0.0000   
 1075   6139        0.00        0.00        0.00      0.0000      0.0000   
 1076   6146        0.00        0.00        0.00      0.0000      0.0000   
 1077   6157        0.00        0.00        0.00      0.0000      0.0000   
 1078   6157        0.00        0.00        0.00      0.0000      0.0000   
 1079   6158        0.00        0.00        0.00      0.0000      0.0000   
 1080   6160        0.00        0.00        0.00      0.0000      0.0000   
 1081   6162      364.07        0.00      364.07      1.0000      0.0000   
 1082   6162      198.66        0.00      198.66      1.0000      0.0000   
 1083   6165      187.18        0.00      187.18      1.0000      0.0000   
 1084   6165      187.18        0.00      187.18      1.0000      0.0000   
 1085   6172     2855.26        0.00     2855.26      1.0000      0.0000   
 1086   6173        0.00        0.00        0.00      0.0000      0.0000   
 1087   6174       20.81        0.00       20.81      1.0000      0.0000   
 1088   6174       20.81        0.00       20.81      1.0000      0.0000   
 1089   6176        0.00        0.00        0.00      0.0000      0.0000   
 1090   6179        0.00        0.00        0.00     -0.0000      0.0000   
 1091   6184      133.42        0.00      133.42      0.4950      0.0000   
 1092   6188       90.15        0.00       90.15      0.3050      0.0000   
 1093   6188      295.12        0.00      295.12      1.0000      0.0000   
 1094   6189        0.00        0.00        0.00      0.0000      0.0000   
 1095   6193        0.00        0.00        0.00      0.0000      0.0000   
 1096   6193      569.90        0.00      569.90      0.7400      0.0000   
 1097   6194        0.00        0.00        0.00      0.0000      0.0000   
 1098   6194        0.00        0.00        0.00      0.0000      0.0000   
 1099   6194        0.00        0.00        0.00      0.0000      0.0000   
 1100   6195        0.00        0.00        0.00      0.0000      0.0000   
 1101   6196        0.00        0.00        0.00      0.0000      0.0000   
 1102   6196       23.28        0.00       23.28      1.0000      0.0000   
 1103   6212        0.00        0.00        0.00      0.0000      0.0000   
 1104   6215        0.00        0.00        0.00     -0.0000      0.0000   
 1105   6216        0.00        0.00        0.00      0.0000      0.0000   
 1106   6216        0.00        0.00        0.00      0.0000      0.0000   
 1107   6216        0.00        0.00        0.00      0.0000      0.0000   
 1108   6218        0.00        0.00        0.00      0.0000      0.0000   
 1109   6218        0.00        0.00        0.00      0.0000      0.0000   
 1110   6218      104.46        0.00      104.46      0.4180      0.0000   
 1111   6218      250.00        0.00      250.00      1.0000      0.0000   
 1112   6218      250.00        0.00      250.00      1.0000      0.0000   
 1113   6218        0.00        0.00        0.00      0.0000      0.0000   
 1114   6218        0.00        0.00        0.00      0.0000      0.0000   
 1115   6219      665.00        0.00      665.00      1.0000      0.0000   
 1116   6221       90.24        0.00       90.24      1.0000      0.0000   
 1117   6222     1100.00        0.00     1100.00      1.0000      0.0000   
 1118   6226       95.25        0.00       95.25      1.0000      0.0000   
 1119   6229        0.00        0.00        0.00      0.0000      0.0000   
 1120   6229        0.00        0.00        0.00      0.0000      0.0000   
 1121   6231        0.00        0.00        0.00      0.0000      0.0000   
 1122   6231        0.00        0.00        0.00      0.0000      0.0000   
 1123   6239        0.00        0.00        0.00      0.0000      0.0000   
 1124   6245        0.00        0.00        0.00      0.0000      0.0000   
 1125   6247      970.00        0.00      970.00      1.0000      0.0000   
 1126   6247      298.52        0.00      298.52      0.5800      0.0000   
 1127   6247      370.00        0.00      370.00      1.0000      0.0000   
 1128   6255        0.00        0.00        0.00     -0.0000      0.0000   
 1129   6256        0.00        0.00        0.00     -0.0000      0.0000   
 1130   6257        0.00        0.00        0.00      0.0000      0.0000   
 1131   6258        0.00        0.00        0.00      0.0000      0.0000   
 1132   6259        0.00        0.00        0.00      0.0000      0.0000   
 1133   6260       86.00        0.00       86.00      1.0000      0.0000   
 1134   6261        0.00        0.00        0.00      0.0000      0.0000   
 1135   6262      124.00        0.00      124.00      1.0000      0.0000   
 1136   6263        0.00        0.00        0.00      0.0000      0.0000   
 1137   6264       32.00        0.00       32.00      1.0000      0.0000   
 1138   6265       32.00        0.00       32.00      1.0000      0.0000   
 1139   6266        0.00        0.00        0.00      0.0000      0.0000   
 1140   6267       92.00        0.00       92.00      1.0000      0.0000   
 1141   6268       92.00        0.00       92.00      1.0000      0.0000   
 1142   6269        0.00        0.00        0.00      0.0000      0.0000   
 1143   6270       92.00        0.00       92.00      1.0000      0.0000   
 1144   6271        0.00        0.00        0.00      0.0000      0.0000   
 1145   6272       92.00        0.00       92.00      1.0000      0.0000   
 1146   6273      938.11        0.00      938.11      1.0000      0.0000   
 1147   6274      975.08        0.00      975.08      1.0000      0.0000   
 1148   6275      969.11        0.00      969.11      1.0000      0.0000   
 1149   6276      939.11        0.00      939.11      1.0000      0.0000   
 1150   6278      252.00        0.00      252.00      1.0000      0.0000   
 1151   6279      250.00        0.00      250.00      1.0000      0.0000   
 1152   6280      250.00        0.00      250.00      1.0000      0.0000   
 1153   6281      302.00        0.00      302.00      0.9840      0.0000   
 1154   6282       89.00        0.00       89.00      0.0000      0.0000   
 1155   6283        0.00        0.00        0.00      0.0000      0.0000   
 1156   6284       58.00        0.00       58.00      1.0000      0.0000   
 1157   6285       58.00        0.00       58.00      1.0000      0.0000   
 1158   6286       58.00        0.00       58.00      1.0000      0.0000   
 1159   6287        0.00        0.00        0.00      0.0000      0.0000   
 1160   6288      263.00        0.00      263.00      1.0000      0.0000   
 1161   6289        0.00        0.00        0.00      0.0000      0.0000   
 1162   6290       49.00        0.00       49.00      1.0000      0.0000   
 1163   6291       49.00        0.00       49.00      1.0000      0.0000   
 1164   6292        0.00        0.00        0.00      0.0000      0.0000   
 1165   6293        0.00        0.00        0.00      0.0000      0.0000   
 1166   6294       32.00        0.00       32.00      1.0000      0.0000   
 1167   6295      937.10        0.00      937.10      1.0000      0.0000   
 1168   6296      936.21        0.00      936.21      1.0000      0.0000   
 1169   6297      917.09        0.00      917.09      1.0000      0.0000   
 1170   6298      916.19        0.00      916.19      1.0000      0.0000   
 1171   6299     1308.00        0.00     1308.00      1.0000      0.0000   
 1172   6300     1308.00        0.00     1308.00      1.0000      0.0000   
 1173   6301        0.00        0.00        0.00      0.0000      0.0000   
 1174   6302        0.00        0.00        0.00      0.0000      0.0000   
 1175   6303       35.00        0.00       35.00      1.0000      0.0000   
 1176   6304        0.00        0.00        0.00      0.0000      0.0000   
 1177   6305        0.00        0.00        0.00      0.0000      0.0000   
 1178   6306        0.00        0.00        0.00      0.0000      0.0000   
 1179   6307        0.00        0.00        0.00      0.0000      0.0000   
 1180   6308     1330.00        0.00     1330.00      1.0000      0.0000   
 1181   6309     1360.00        0.00     1360.00      1.0000      0.0000   
 1182   6310     1360.00        0.00     1360.00      1.0000      0.0000   
 1183   6311        0.00        0.00        0.00      0.0000      0.0000   
 1184   6312        0.00        0.00        0.00      0.0000      0.0000   
 1185   6313        0.00        0.00        0.00      0.0000      0.0000   
 1186   6314        1.40        0.00        1.40      0.0000      0.0000   
 1187   6315      240.00        0.00      240.00      1.0000      0.0000   
 1188   6316     -240.00        0.00     -240.00      0.0000      0.0000   
 1189   6317      939.03        0.00      939.03      1.0000      0.0000   
 1190   6319      950.06        0.00      950.06      1.0000      0.0000   
 1191   6320      948.06        0.00      948.06      1.0000      0.0000   
 1192   6321     1503.00        0.00     1503.00      1.0000      0.0000   
 1193   6322     1503.00        0.00     1503.00      1.0000      0.0000   
 1194   6323     1498.00        0.00     1498.00      1.0000      0.0000   
 1195   6324     1498.00        0.00     1498.00      1.0000      0.0000   
 1196   6325      125.00        0.00      125.00      1.0000      0.0000   
 1197   6326      125.00        0.00      125.00      1.0000      0.0000   
 1198   6327      148.20        0.00      148.20      1.0000      0.0000   
 1199   6328        0.00        0.00        0.00     -0.0000      0.0000   
 1200   6329      610.00        0.00      610.00      1.0000      0.0000   
 1201   6330      310.00        0.00      310.00      0.0000      0.0000   
 1202   6332        0.00        0.00        0.00     -0.0000      0.0000   
 1203   6333        0.00        0.00        0.00      0.0000      0.0000   
 1204   6334        0.00        0.00        0.00      0.0000      0.0000   
 1205   6335       50.00        0.00       50.00      1.0000      0.0000   
 1206   6336        0.00        0.00        0.00      0.0000      0.0000   
 1207   6337       50.00        0.00       50.00      1.0000      0.0000   
 1208   6338        0.00        0.00        0.00      0.0000      0.0000   
 1209   6339     1000.00        0.00     1000.00      1.0000      0.0000   
 1210   6340     1000.00        0.00     1000.00      1.0000      0.0000   
 1211   6341     1000.00        0.00     1000.00      1.0000      0.0000   
 1212   6342      930.00        0.00      930.00      1.0000      0.0000   
 1213   6343        0.00        0.00        0.00      0.0000      0.0000   
 1214   6344       57.00        0.00       57.00      1.0000      0.0000   
 1215   6345        0.00        0.00        0.00     -0.0000      0.0000   
 1216   6346        0.00        0.00        0.00     -0.0000      0.0000   
 1217   6347      248.80        0.00      248.80      0.0000      0.0000   
 1218   6348      922.95        0.00      922.95      1.0000      0.0000   
 1219   6349      922.95        0.00      922.95      1.0000      0.0000   
 1220   6350      929.95        0.00      929.95      1.0000      0.0000   
 1221   6351      944.96        0.00      944.96      1.0000      0.0000   
 1222   6352        0.00        0.00        0.00      0.0000      0.0000   
 1223   6353     1380.00        0.00     1380.00      1.0000      0.0000   
 1224   6354     1380.00        0.00     1380.00      1.0000      0.0000   
 1225   6355       31.50        0.00       31.50      1.0000      0.0000   
 1226   6356       65.00        0.00       65.00      1.0000      0.0000   
 1227   6357        0.00        0.00        0.00      0.0000      0.0000   
 1228   6358       65.00        0.00       65.00      1.0000      0.0000   
 1229   6359        0.00        0.00        0.00      0.0000      0.0000   
 1230   6360        0.00        0.00        0.00      0.0000      0.0000   
 1231   6361     1308.00        0.00     1308.00      1.0000      0.0000   
 1232   6362     1308.00        0.00     1308.00      1.0000      0.0000   
 1233   6363        0.00        0.00        0.00      0.0000      0.0000   
 1234   6364        0.00        0.00        0.00      0.0000      0.0000   
 1235   6365      458.26        0.00      458.26      1.0000      0.0000   
 1236   6366       36.00        0.00       36.00      1.0000      0.0000   
 1237   6367      947.00        0.00      947.00      1.0000      0.0000   
 1238   6368      267.00        0.00      267.00      0.0000      0.0000   
 1239   6369      947.00        0.00      947.00      1.0000      0.0000   
 1240   6370      947.00        0.00      947.00      1.0000      0.0000   
 1241   6371      947.00        0.00      947.00      1.0000      0.0000   
 1242   6372      947.00        0.00      947.00      1.0000      0.0000   
 1243   6373        0.00        0.00        0.00     -0.0000      0.0000   
 1244   6374      456.80        0.00      456.80      1.0000      0.0000   
 1245   6375      130.00        0.00      130.00      0.0000      0.0000   
 1246   6376        0.00        0.00        0.00     -0.0000      0.0000   
 1247   6377        0.00        0.00        0.00     -0.0000      0.0000   
 1248   6379        0.00        0.00        0.00      0.0000      0.0000   
 1249   6380        0.00        0.00        0.00      0.0000      0.0000   
 1250   6381       31.00        0.00       31.00      1.0000      0.0000   
 1251   6382       31.00        0.00       31.00      1.0000      0.0000   
 1252   6383       19.50        0.00       19.50      1.0000      0.0000   
 1253   6384       19.50        0.00       19.50      1.0000      0.0000   
 1254   6385        0.00        0.00        0.00      0.0000      0.0000   
 1255   6386        0.00        0.00        0.00      0.0000      0.0000   
 1256   6387        0.00        0.00        0.00      0.0000      0.0000   
 1257   6388        0.00        0.00        0.00      0.0000      0.0000   
 1258   6389        0.00        0.00        0.00      0.0000      0.0000   
 1259   6390        0.00        0.00        0.00     -0.0000      0.0000   
 1260   6391       47.00        0.00       47.00      1.0000      0.0000   
 1261   6392       47.00        0.00       47.00      1.0000      0.0000   
 1262   6393        0.00        0.00        0.00      0.0000      0.0000   
 1263   6394       69.00        0.00       69.00      1.0000      0.0000   
 1264   6395       76.00        0.00       76.00      1.0000      0.0000   
 1265   6396       77.50        0.00       77.50      1.0000      0.0000   
 1266   6397        0.00        0.00        0.00      0.0000      0.0000   
 1267   6398        0.00        0.00        0.00      0.0000      0.0000   
 1268   6399        0.00        0.00        0.00      0.0000      0.0000   
 1269   6400        0.00        0.00        0.00      0.0000      0.0000   
 1270   6401        0.00        0.00        0.00      0.0000      0.0000   
 1271   6402       37.00        0.00       37.00      1.0000      0.0000   
 1272   6403       37.00        0.00       37.00      1.0000      0.0000   
 1273   6404       37.00        0.00       37.00      1.0000      0.0000   
 1274   6405      137.00        0.00      137.00      0.0000      0.0000   
 1275   6406      250.00        0.00      250.00      1.0000      0.0000   
 1276   6407        0.00        0.00        0.00      0.0000      0.0000   
 1277   6408       19.00        0.00       19.00      1.0000      0.0000   
 1278   6409        0.00        0.00        0.00      0.0000      0.0000   
 1279   6410      419.90        0.00      419.90      1.0000      0.0000   
 1280   6411        0.00        0.00        0.00      0.0000      0.0000   
 1281   6412        0.00        0.00        0.00      0.0000      0.0000   
 1282   6413        0.00        0.00        0.00     -0.0000      0.0000   
 1283   6414        0.00        0.00        0.00     -0.0000      0.0000   
 1284   6415      227.00        0.00      227.00      1.0000      0.0000   
 1285   6416     -218.00        0.00     -218.00      0.0000      0.0000   
 1286   6417      227.00        0.00      227.00      1.0000      0.0000   
 1287   6418      227.00        0.00      227.00      1.0000      0.0000   
 1288   6419       65.00        0.00       65.00      1.0000      0.0000   
 1289   6420        0.00        0.00        0.00      0.0000      0.0000   
 1290   6421      950.00        0.00      950.00      1.0000      0.0000   
 1291   6422      950.00        0.00      950.00      1.0000      0.0000   
 1292   6423      288.00        0.00      288.00      0.8110      0.0000   
 1293   6424      191.00        0.00      191.00      1.0000      0.0000   
 1294   6425        0.00        0.00        0.00     -0.0000      0.0000   
 1295   6426     1360.00        0.00     1360.00      1.0000      0.0000   
 1296   6427       61.00        0.00       61.00      1.0000      0.0000   
 1297   6428        0.00        0.00        0.00      0.0000      0.0000   
 1298   6429        0.00        0.00        0.00      0.0000      0.0000   
 1299   6430     1380.00        0.00     1380.00      1.0000      0.0000   
 1300   6431     1380.00        0.00     1380.00      1.0000      0.0000   
 1301   6432     1380.00        0.00     1380.00      1.0000      0.0000   
 1302   6433     1290.00        0.00     1290.00      1.0000      0.0000   
 1303   6434        0.80        0.00        0.80      0.0000      0.0000   
 1304   6435     1380.00        0.00     1380.00      1.0000      0.0000   
 1305   6436     1380.00        0.00     1380.00      1.0000      0.0000   
 1306   6437        0.00        0.00        0.00     -0.0000      0.0000   
 1307   6438        0.00        0.00        0.00     -0.0000      0.0000   
 1308   6439      598.00        0.00      598.00      1.0000      0.0000   
 1309   6440        0.00        0.00        0.00     -0.0000      0.0000   
 1310   6441        0.00        0.00        0.00      0.0000      0.0000   
 1311   6442        0.00        0.00        0.00      0.0000      0.0000   
 1312   6443        0.00        0.00        0.00      0.0000      0.0000   
 1313   6444       80.00        0.00       80.00      1.0000      0.0000   
 1314   6445      245.00        0.00      245.00      1.0000      0.0000   
 1315   6446      503.00        0.00      503.00      0.6710      0.0000   
 1316   6447       56.00        0.00       56.00      1.0000      0.0000   
 1317   6448       56.00        0.00       56.00      1.0000      0.0000   
 1318   6449       47.00        0.00       47.00      0.8100      0.0000   
 1319   6450        0.00        0.00        0.00      0.0000      0.0000   
 1320   6451        0.00        0.00        0.00      0.0000      0.0000   
 1321   6452      230.80        0.00      230.80      0.0000      0.0000   
 1322   6453       41.00        0.00       41.00      1.0000      0.0000   
 1323   6454        0.00        0.00        0.00      0.0000      0.0000   
 1324   6455        0.00        0.00        0.00      0.0000      0.0000   
 1325   6456        0.00        0.00        0.00      0.0000      0.0000   
 1326   6457        0.00        0.00        0.00      0.0000      0.0000   
 1327   6458        0.00        0.00        0.00      0.0000      0.0000   
 1328   6459        0.00        0.00        0.00      0.0000      0.0000   
 1329   6460        0.00        0.00        0.00      0.0000      0.0000   
 1330   6461      180.00        0.00      180.00      1.0000      0.0000   
 1331   6462      180.00        0.00      180.00      1.0000      0.0000   
 1332   6463      180.00        0.00      180.00      1.0000      0.0000   
 1333   6464      180.00        0.00      180.00      1.0000      0.0000   
 1334   6465       32.00        0.00       32.00      1.0000      0.0000   
 1335   6466        0.00        0.00        0.00      0.0000      0.0000   
 1336   6467        0.00        0.00        0.00      0.0000      0.0000   
 1337   6468        0.00        0.00        0.00      0.0000      0.0000   
 1338   6469        0.00        0.00        0.00      0.0000      0.0000   
 1339   6470       44.00        0.00       44.00      1.0000      0.0000   
 1340   6471        0.00        0.00        0.00      0.0000      0.0000   
 1341   6472        0.00        0.00        0.00      0.0000      0.0000   
 1342   6473       38.00        0.00       38.00      1.0000      0.0000   
 1343   6474        0.00        0.00        0.00      0.0000      0.0000   
 1344   6475       38.00        0.00       38.00      1.0000      0.0000   
 1345   6476       66.00        0.00       66.00      1.0000      0.0000   
 1346   6477       84.00        0.00       84.00      1.0000      0.0000   
 1347   6478       84.00        0.00       84.00      1.0000      0.0000   
 1348   6479        0.00        0.00        0.00      0.0000      0.0000   
 1349   6480        0.00        0.00        0.00      0.0000      0.0000   
 1350   6481       81.00        0.00       81.00      1.0000      0.0000   
 1351   6482       81.00        0.00       81.00      1.0000      0.0000   
 1352   6483        0.00        0.00        0.00      0.0000      0.0000   
 1353   6484      130.00        0.00      130.00      1.0000      0.0000   
 1354   6485     1102.57        0.00     1102.57      0.7810      0.0000   
 1355   6486     1332.00        0.00     1332.00      1.0000      0.0000   
 1356   6487      150.00        0.00      150.00      0.0000      0.0000   
 1357   6488      595.00        0.00      595.00      1.0000      0.0000   
 1358   6489      443.00        0.00      443.00      1.0000      0.0000   
 1359   6490      443.00        0.00      443.00      1.0000      0.0000   
 1360   6491        0.00        0.00        0.00      0.0000      0.0000   
 1361   6492       50.00        0.00       50.00      1.0000      0.0000   
 1362   6493       30.00        0.00       30.00      1.0000      0.0000   
 1363   6494       30.00        0.00       30.00      1.0000      0.0000   
 1364   6495       85.00        0.00       85.00      1.0000      0.0000   
 1365   6496        0.00        0.00        0.00     -0.0000      0.0000   
 1366   6497      949.89        0.00      949.89      1.0000      0.0000   
 1367   6498      952.89        0.00      952.89      1.0000      0.0000   
 1368   6499       49.00        0.00       49.00      1.0000      0.0000   
 1369   6500        0.00        0.00        0.00      0.0000      0.0000   
 1370   6501       49.00        0.00       49.00      1.0000      0.0000   
 1371   6502      156.00        0.00      156.00      1.0000      0.0000   
 1372   6503       99.00        0.00       99.00      1.0000      0.0000   
 1373   6504        0.00        0.00        0.00      0.0000      0.0000   
 1374   6505      985.00        0.00      985.00      1.0000      0.0000   
 1375   6506      985.00        0.00      985.00      1.0000      0.0000   
 1376   6507      985.00        0.00      985.00      1.0000      0.0000   
 1377   6508      985.00        0.00      985.00      1.0000      0.0000   
 1378   6509        0.00        0.00        0.00     -0.0000      0.0000   
 1379   6510        0.00        0.00        0.00     -0.0000      0.0000   
 1380   6511        0.00        0.00        0.00     -0.0000      0.0000   
 1381   6512      -64.00        0.00      -64.00      0.0000      0.0000   
 1382   6513      -64.00        0.00      -64.00      0.0000      0.0000   
 1383   6514      -64.00        0.00      -64.00      0.0000      0.0000   
 1384   6515      268.00        0.00      268.00      1.0000      0.0000   
 1385   6516      138.00        0.00      138.00      0.0000      0.0000   
 1386   6517      180.00        0.00      180.00      1.0000      0.0000   
 1387   6518        0.00        0.00        0.00      0.0000      0.0000   
 1388   6519      128.00        0.00      128.00      1.0000      0.0000   
-------------------------------------------------------------------------- 
 TOTAL:         107264.0000     0.0000   107264.0000
========================================================================== 
