bus_i;type;Pd;Qd;Gs;Bs;area;Vm;Va;baseKV;zone;Vmax;Vmin
602;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
603;1;59.7;9.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
604;2;24.9;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
605;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
606;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
607;1;18.1;-2.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
608;1;81.5;-14.7;0.0;0.0;1;1.02889;0.0;225.0;1;1.08889;0.96889
609;1;17.0;10.1;0.0;0.0;1;1.01333;0.0;225.0;1;1.04444;0.98222
610;1;28.0;-1.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
611;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
612;1;63.8;-60.9;0.0;0.0;1;1.04277;0.0;225.0;1;1.08554;1.0
613;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
614;1;147.9;-2.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
615;1;-2.9;0.8;0.0;0.0;1;1.04568;0.0;225.0;1;1.09137;1.0
616;1;19.0;1.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
617;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
618;1;31.8;-3.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
619;1;38.2;-10.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
620;1;7.3;-5.3;0.0;0.0;1;1.01549;0.0;63.0;1;1.06349;0.96749
621;1;0.0;0.0;0.0;0.0;1;1.02333;0.0;150.0;1;1.08;0.96667
622;1;2.6;-0.3;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
623;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
624;1;0.1;-0.1;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
625;1;14.0;1.9;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
626;2;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
627;1;28.7;3.4;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
628;1;18.1;-5.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
629;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
630;1;17.4;1.1;0.0;0.0;1;1.01353;0.0;63.0;1;1.06349;0.96357
631;2;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
632;1;10.2;-3.6;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
633;1;-0.5;-0.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
634;1;29.2;-21.7;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
635;1;0.1;0.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
636;1;6.0;3.4;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
637;1;44.8;8.6;0.0;0.0;1;1.0386;0.0;225.0;1;1.09054;0.98667
638;1;54.0;-12.8;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
639;1;11.3;-9.2;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
640;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
641;2;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
642;2;0.0;0.0;0.0;0.0;1;1.02121;0.0;63.0;1;1.07417;0.96825
643;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
644;1;58.1;2.4;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
645;1;0.0;0.0;0.0;0.0;1;1.0554;0.0;380.0;1;1.1108;1.0
646;1;0.0;0.0;0.0;0.0;1;1.04258;0.0;225.0;1;1.09849;0.98667
647;1;0.0;0.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
648;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
649;1;46.1;15.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
650;1;43.2;6.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
651;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
652;1;69.3;32.7;0.0;0.0;1;1.01556;0.0;225.0;1;1.08889;0.94222
653;1;41.8;9.4;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
654;1;54.0;-5.4;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
655;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
656;1;9.0;2.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
657;1;82.9;-4.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
658;1;10.6;-3.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
659;1;0.1;2.5;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
660;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
661;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
662;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
663;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
664;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
665;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
666;1;30.4;-2.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
667;1;18.0;-1.3;0.0;0.0;1;1.00405;0.0;63.0;1;1.08746;0.92063
668;1;0.4;-0.7;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
669;1;-1.2;2.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
670;1;6.3;8.7;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
671;1;12.9;9.3;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
672;1;0.2;-0.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
673;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
674;1;166.4;-14.2;0.0;0.0;1;1.044;0.0;225.0;1;1.08801;1.0
675;1;122.5;11.1;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
676;1;76.0;-3.7;0.0;0.0;1;1.01148;0.0;225.0;1;1.08963;0.93333
677;1;113.3;3.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
678;1;53.2;-2.8;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
679;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
680;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
681;1;21.8;6.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
682;1;25.9;5.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
683;1;47.1;-1.5;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
684;1;81.0;2.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
685;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
686;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
687;1;5.6;-28.0;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
688;1;24.5;-4.8;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
689;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
690;1;31.2;2.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
691;1;61.5;-7.3;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
692;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
693;1;62.0;-2.9;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
694;1;41.8;13.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
695;1;18.3;1.5;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
696;1;-2.5;-0.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
697;2;0.0;0.0;0.0;0.0;1;1.01712;0.0;63.0;1;1.06599;0.96825
698;1;11.1;2.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
699;1;25.5;6.4;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
700;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
701;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
702;1;12.5;1.2;0.0;0.0;1;1.01089;0.0;63.0;1;1.06349;0.9583
703;1;35.4;1.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
704;1;22.4;-2.0;0.0;0.0;1;1.00023;0.0;63.0;1;1.06395;0.93651
705;1;25.1;-19.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
706;1;0.0;0.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
707;1;16.2;1.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
708;1;81.2;14.7;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
709;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
710;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
711;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
712;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
713;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
714;1;9.1;0.4;0.0;0.0;1;1.00162;0.0;63.0;1;1.0826;0.92063
715;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
716;1;19.3;2.2;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
717;1;50.2;3.8;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
718;1;0.0;0.0;0.0;0.0;1;1.01588;0.0;63.0;1;1.07937;0.95238
719;1;-0.5;-14.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
720;1;38.7;-7.8;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
721;1;43.0;0.4;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
722;1;23.7;1.1;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
723;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
724;1;30.3;3.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
725;1;23.3;-2.3;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
726;1;10.0;-26.5;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
727;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
728;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
729;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
730;1;70.8;-37.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
731;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
732;1;13.7;-2.8;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
733;1;25.8;-16.6;0.0;0.0;1;1.01556;0.0;225.0;1;1.08889;0.94222
734;1;146.0;12.3;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
735;1;16.9;-7.7;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
736;1;18.3;-9.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
738;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
739;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
740;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
741;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
742;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
743;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
744;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
745;2;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
746;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
747;1;109.8;4.5;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
748;1;162.7;-13.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
749;2;0.0;0.0;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
750;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
751;2;0.0;0.0;0.0;0.0;1;1.01588;0.0;63.0;1;1.07937;0.95238
752;1;14.5;1.6;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
753;1;13.4;-8.7;0.0;0.0;1;1.00782;0.0;63.0;1;1.09501;0.92063
754;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
755;1;106.0;35.5;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
756;1;1.9;11.3;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
757;1;0.0;0.0;0.0;0.0;1;1.04614;0.0;225.0;1;1.09227;1.0
758;1;16.8;6.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
759;1;26.1;1.6;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
760;1;32.8;-1.4;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
761;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
762;1;27.0;-1.3;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
763;1;0.0;0.0;0.0;0.0;1;1.04478;0.0;225.0;1;1.08955;1.0
764;1;1.5;-8.6;0.0;0.0;1;1.00667;0.0;63.0;1;1.09271;0.92063
765;1;22.7;-8.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
766;1;0.0;0.0;0.0;0.0;1;1.01646;0.0;150.0;1;1.13291;0.9
767;1;0.0;0.0;0.0;0.0;1;1.03333;0.0;225.0;1;1.08889;0.97778
768;1;106.2;-6.1;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
769;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
770;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
771;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
772;1;10.3;-1.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
773;2;3.6;-5.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
774;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
775;1;54.9;26.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
776;1;0.0;0.0;0.0;0.0;1;1.00313;0.0;63.0;1;1.06976;0.93651
777;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
778;1;72.1;4.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
779;1;54.2;-15.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
782;1;10.0;-2.8;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
783;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
784;1;0.0;0.0;0.0;-64.0;1;1.0;0.0;20.0;1;1.2;0.8
785;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
786;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
787;1;41.5;4.4;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
788;1;51.4;-4.5;0.0;0.0;1;1.0;0.0;225.0;1;1.08889;0.91111
789;1;70.6;-8.2;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
790;1;150.3;19.5;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
791;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
792;1;84.6;5.1;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
793;1;-1.4;0.5;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
794;1;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
795;1;6.9;-0.1;0.0;0.0;1;1.01493;0.0;63.0;1;1.06349;0.96637
796;1;88.2;-15.4;0.0;0.0;1;1.04573;0.0;225.0;1;1.09146;1.0
797;1;33.8;-2.5;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
798;1;0.0;0.0;0.0;0.0;1;1.02667;0.0;150.0;1;1.10667;0.94667
799;1;57.0;6.4;0.0;0.0;1;1.02222;0.0;225.0;1;1.08889;0.95556
800;1;18.0;8.8;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
801;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
802;1;407.2;125.2;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
803;1;16.1;-47.8;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
804;1;-0.1;2.3;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
805;1;34.6;2.4;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
806;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
807;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
808;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
809;1;9.6;3.6;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
810;1;34.9;5.9;0.0;0.0;1;1.04496;0.0;225.0;1;1.08992;1.0
811;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
812;1;97.3;6.5;0.0;0.0;1;1.02889;0.0;225.0;1;1.08889;0.96889
813;1;-1.5;-0.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
814;1;39.2;67.3;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
815;1;23.9;5.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
816;1;17.8;0.4;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
818;1;32.7;16.4;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
819;1;0.0;0.0;0.0;0.0;1;0.94444;0.0;45.0;1;1.0;0.88889
820;1;11.2;-0.4;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
821;1;0.7;0.9;0.0;0.0;1;1.0;0.0;45.0;1;1.06667;0.93333
822;1;7.3;0.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
823;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
824;1;-1.8;3.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
825;1;-2.5;-2.8;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
826;1;1.9;1.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
827;1;62.1;0.4;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
828;1;49.8;-0.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
829;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
830;1;44.9;13.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
831;1;12.5;-3.1;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
832;1;22.0;4.5;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
833;1;64.3;-6.2;0.0;0.0;1;1.02889;0.0;225.0;1;1.08889;0.96889
834;1;-0.3;4.8;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
835;1;0.0;-0.7;0.0;0.0;1;0.9;0.0;150.0;1;1.0;0.8
836;1;45.0;-18.9;0.0;0.0;1;1.04678;0.0;225.0;1;1.09355;1.0
837;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
838;2;0.1;1.1;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
839;1;0.0;0.0;0.0;0.0;1;1.04817;0.0;225.0;1;1.09634;1.0
840;1;32.4;-0.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
841;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
842;1;45.9;1.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
843;1;27.3;-1.5;0.0;0.0;1;1.0451;0.0;225.0;1;1.0902;1.0
844;1;11.1;1.2;0.0;0.0;1;1.0;0.0;150.0;1;1.1;0.9
845;1;83.8;-18.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
846;1;0.0;0.0;0.0;0.0;1;1.04016;0.0;225.0;1;1.09366;0.98667
847;1;34.0;3.2;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
848;1;88.0;2.1;0.0;0.0;1;1.00667;0.0;225.0;1;1.08889;0.92444
849;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
850;1;0.0;0.0;0.0;0.0;1;1.01333;0.0;225.0;1;1.04444;0.98222
851;1;8.1;4.8;0.0;0.0;1;0.98889;0.0;225.0;1;1.08889;0.88889
852;1;9.5;1.0;0.0;0.0;1;1.01163;0.0;63.0;1;1.06349;0.95976
853;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
854;1;0.0;0.0;0.0;0.0;1;1.05263;0.0;380.0;1;1.10526;1.0
855;1;52.3;-8.1;0.0;0.0;1;1.00276;0.0;63.0;1;1.06902;0.93651
856;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
857;1;43.9;-20.1;0.0;0.0;1;1.01162;0.0;225.0;1;1.0899;0.93333
858;1;11.8;-4.7;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
859;1;29.8;-10.4;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
860;1;0.0;0.0;0.0;0.0;1;1.01409;0.0;63.0;1;1.06349;0.9647
861;1;13.2;-0.5;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
862;1;16.1;0.8;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
863;1;38.3;2.2;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
864;1;122.9;-16.6;0.0;0.0;1;1.04458;0.0;225.0;1;1.08916;1.0
865;1;28.0;9.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
866;1;21.6;-4.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
867;1;2.8;1.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
868;1;30.5;-3.7;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
869;1;39.8;8.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
870;1;21.4;-9.7;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
871;1;0.0;0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
872;1;2.9;4.5;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
873;1;10.3;0.0;0.0;0.0;1;1.01948;0.0;63.0;1;1.0707;0.96825
874;1;3.0;5.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
875;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
876;2;6.3;3.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
877;2;1.4;-0.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
878;1;6.3;-8.6;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
879;1;0.0;0.0;0.0;0.0;1;1.01111;0.0;225.0;1;1.08889;0.93333
880;1;0.0;0.0;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
881;1;0.0;0.0;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
882;1;0.0;0.0;0.0;0.0;1;1.00344;0.0;150.0;1;1.10687;0.9
883;2;0.0;0.0;0.0;0.0;1;1.0;0.0;20.0;1;1.2;0.8
884;1;0.0;0.0;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
885;1;52.1;-1.2;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
886;1;-0.0;-2.0;0.0;0.0;1;1.0;0.0;63.0;1;1.07937;0.92063
887;1;0.0;0.0;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
889;1;11.9;1.4;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
890;1;11.5;-1.9;0.0;0.0;1;1.0;0.0;63.0;1;1.06349;0.93651
891;1;22.6;3.1;0.0;0.0;1;1.01587;0.0;63.0;1;1.06349;0.96825
892;1;1.0;-3.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
893;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
894;1;59.6;10.9;0.0;0.0;1;1.04222;0.0;225.0;1;1.08444;1.0
895;1;15.4;-3.5;0.0;0.0;1;1.03958;0.0;225.0;1;1.0925;0.98667
896;1;167.0;12.5;0.0;0.0;1;1.03778;0.0;225.0;1;1.08889;0.98667
897;1;59.0;3.5;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
898;2;27.0;-4.5;0.0;0.0;1;1.00132;0.0;63.0;1;1.06614;0.93651
899;2;-3.3;-8.1;0.0;0.0;1;1.00071;0.0;63.0;1;1.06491;0.93651
900;1;-6.7;-19.0;0.0;0.0;1;1.00601;0.0;150.0;1;1.11202;0.9
901;1;66.2;-9.9;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
902;1;32.7;3.2;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
903;1;0.0;0.0;0.0;0.0;1;1.04445;0.0;225.0;1;1.08889;1.0
904;1;198.4;-1.7;0.0;0.0;1;1.05131;0.0;380.0;1;1.10263;1.0
